;;;;;;;;;;;;;;;;;;;Golden Standard;;;
Matrix size = 50;;;Matrix size = 50;;;Matrix size = 50;;;Matrix size = 50;;;;;;;;;;Matrix size = 50;;;
;;;;;;;;;;;;;;;;;;;Execution time;;;
0,0128;0,216816; ;0,015928;0,220194; ;0,044062;0,21592; ;0,023298;0,218798; ;;;;;;;;1,25708;;;
0,012514;0,215704; ;0,013242;0,216576; ;0,014364;0,214808; ;0,026462;0,224084; ;;;;;;;;1,25884;;;
0,012832;0,21771; ;0,012802;0,216316; ;0,026322;0,221836; ;0,0226;0,216362; ;;;;;;;;1,2534;;;
0,012632;0,217224; ;0,012726;0,221162; ;0,01496;0,2375; ;0,022858;0,216456; ;;;;;;;;1,25782;;;
0,013672;0,216416; ;0,026808;0,217636; ;0,014884;0,227476; ;0,026978;0,229252; ;;;;;;;;1,25996;;;
0,012604;0,21898; ;0,012792;0,215396; ;0,0145;0,220848; ;0,02261;0,239224; ;;;;;;;;1,25674;;;
0,012578;0,217232; ;0,013204;0,222332; ;0,015424;0,219368; ;0,02904;0,224152; ;;;;;;;;;;;
0,01248;0,218626; ;0,012792;0,21785; ;0,013764;0,217152; ;0,026342;0,22696; ;;;;;;;;Matrix size = 800;;;
0,012632;0,21789; ;0,013772;0,216848; ;0,015152;0,217188; ;0,022;0,217148; ;;0,0078524;;;;;;Execution time;;;
;;;;;;;;;;;;;0,0114446;;;;;;1,58563;;;
Matrix size = 750;;;Matrix size = 750;;;Matrix size = 750;;;Matrix size = 750;;;;0,012754;;;;;;1,58238;;;
Number of Work Groups = 750;;;Number of Work Groups = 150;;;Number of Work Groups = 75;;;Number of Work Groups = 15;;;;0,0185828;0,0191558;0,0179314;;;;1,59079;;;
Execution time;Setup time;;Execution time;Setup time;;Execution time;Setup time;;Execution time;Setup time;;;0,020302;0,0162636;0,0167112;;;;1,58255;;;
0,016182;0,218288; ;0,035974;0,217398; ;0,017366;0,2186; ;0,029182;0,21736; ;;;;;;;;1,58401;;;
0,016308;0,218556; ;0,016772;0,215668; ;0,01706;0,215398; ;0,03281;0,222172; ;;;;;;;;1,59338;;;
0,03579;0,22104; ;0,018014;0,217842; ;0,017536;0,214136; ;0,026272;0,21325; ;;;;;;;;1,58879;;;
0,016228;0,216748; ;0,016624;0,217642; ;0,018214;0,21812; ;0,027948;0,240288; ;;;;;;;;1,59518;;;
0,017698;0,215196; ;0,017764;0,21742; ;0,018458;0,211128; ;0,03044;0,228408; ;;;0,026302;;;;;1,77092;;;
0,01638;0,21837; ;0,01817;0,220156; ;0,01716;0,21131; ;0,033828;0,221052; ;;;;;;;;1,56981;;;
0,017682;0,219722; ;0,016808;0,217178; ;0,021556;0,218352; ;0,025508;0,22082; ;;;;;;;;;;;
0,017064;0,218852; ;0,01674;0,21616; ;0,017464;0,22142; ;0,029764;0,232068; ;;;;;;;;;;;
0,016376;0,219844; ;0,018136;0,216628; ;0,017388;0,22194; ;0,030552;0,220248; ;;;;;;;;;;;
0,01612;0,218864; ;0,016556;0,217512; ;0,017112;0,224032; ;0,02946;0,230632; ;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
Matrix size = 800;;;Matrix size = 800;;;Matrix size = 800;;;Matrix size = 800;;;;;;;;;;;;;
Number of Work Groups = 800;;;Number of Work Groups = 160;;;Number of Work Groups = 80;;;Number of Work Groups = 16;;;;;;;;;;;;;
Execution time;Setup time;;Execution time;Setup time;;Execution time;Setup time;;Execution time;Setup time;;;;;;;;;;;;
0,019952;0,22038; ;0,02876;0,213676; ;0,0147;0,223828; ;0,039148;0,232248; ;;;;;;;;;;;0.05
0,020096;0,2174; ;0,01436;0,212636; ;0,014572;0,221704; ;0,028448;0,219016; ;;;;;;;;;;;
0,020248;0,217176; ;0,015548;0,213128; ;0,014576;0,219684; ;0,029896;0,219856; ;;;;;;;;;;;
0,020504;0,218152; ;0,01548;0,212564; ;0,014648;0,223992; ;0,029224;0,220472; ;;;;;;;;;;;
0,019916;0,21488; ;0,015668;0,214068; ;0,015852;0,215256; ;0,030968;0,219544; ;;;;;;;;;;;
